10/02/2021;Educación, salud y deporte;Farmacia;Pago en FARMACIA PRINCIPE CARLOS MADRID ES;;No;-6,50;39,63
08/02/2021;Hogar;Agua;Recibo CANAL DE ISABEL II GESTION, S.;;No;-51,58;46,13
06/02/2021;Compras;Compras (otros);Pago en 037 CORTE INGLES SAN CHINMADRID 28;;No;-14,37;97,71
06/02/2021;Alimentación;Supermercados y alimentación;Pago en MERCADONA C MA MADRID ES;;No;-138,73;112,08
04/02/2021;Vehículo y transporte;Parking y garaje;Pago en SANITAS PARKING ALCOBENDAALCOBENDAS 28;;No;-2,00;250,81
04/02/2021;Otros gastos;Otros gastos (otros);Recibo MANSO Y RIVA, SL;;No;-60,00;252,81
02/02/2021;Compras;Compras (otros);Pago en WESTWING Munich DE;;No;-38,88;312,81
01/02/2021;Otros gastos;Transferencias;Traspaso interno emitido;;No;-230,00;351,69
01/02/2021;Hogar;Teléfono, TV e internet;Recibo TELEFONICA DE ESPANA S.A.;;No;-2,70;581,69
01/02/2021;Otros gastos;Otros gastos (otros);Recibo SERVICIOS EDUCATIVOS EL VALLE DE SANCHINARRO, SLL;;No;-287,50;584,39
01/02/2021;Otros gastos;Otros gastos (otros);Recibo SERVICIOS EDUCATIVOS EL VALLE DE SAN CHI;;No;-287,50;871,89
01/02/2021;Otros gastos;Otros gastos (otros);Recibo C.P.AVD. NICETO ALCALA ZAMORA, 24-42;;No;-145,58;1.159,39
01/02/2021;Otros gastos;Transferencias;Transferencia emitida periódica;;No;-75,00;1.304,97
30/01/2021;Educación, salud y deporte;Farmacia;Pago en FARMACIA PRINCIPE CARLOS MADRID ES;;No;-24,77;1.379,97
29/01/2021;Alimentación;Supermercados y alimentación;Pago en MERCADONA C MA MADRID ES;;No;-73,93;1.404,74
29/01/2021;Otros ingresos;Ingresos de otras entidades;Transferencia recibida de CARLOS ANTONIO PEREZ HAURIE GASTOS DICIEMBRE;;No;1.471,00;1.478,67
28/01/2021;Ocio y viajes;Libros, música y juegos;Pago en Amazon Photo*MV7OW18J4 349 11230420 LU;;No;-19,99;7,67
28/01/2021;Otros gastos;Transferencias;Transferencia emitida a Ampa Valle Sanchinarro Cuota Carlos Antonio Perez Haurie 46886128F;;No;-20,00;27,66
27/01/2021;Hogar;Luz y gas;Recibo IBERDROLA CLIENTES, S.A.U;;No;-74,27;47,66
24/01/2021;Educación, salud y deporte;Farmacia;Pago en FARMACIA PRINCIPE CARLOS MADRID ES;;No;-3,76;121,93
24/01/2021;Alimentación;Supermercados y alimentación;Pago en SUPERMERCADOS SANCHINARROMADRID ES;;No;-20,37;125,69
23/01/2021;Alimentación;Supermercados y alimentación;Pago en MERCADONA C MA MADRID ES;;No;-129,52;146,06
21/01/2021;Ocio y viajes;Cafeterías y restaurantes;Pago en EUREST LEROY MERLIN510101ALCOBENDAS ES;;No;-6,50;275,58
19/01/2021;Otros gastos;Transferencias;Traspaso interno emitido;;No;-88,00;282,08
19/01/2021;Otros ingresos;Ingresos de otras entidades;Transferencia recibida de MARIA DEL CARMEN LOPEZ GUIJARRO Gastos febrero;;No;403,00;370,08
16/01/2021;Alimentación;Supermercados y alimentación;Pago en SUPERMERCADOS SANCHINARROMADRID ES;;No;-42,84;-32,92
15/01/2021;Alimentación;Supermercados y alimentación;Pago en MERCADONA C MA MADRID ES;;No;-160,43;9,92
10/01/2021;Compras;Regalos y juguetes;Pago en FENG ZHANG MADRID ES;;No;-32,80;170,35
09/01/2021;Alimentación;Supermercados y alimentación;Pago en MARTIN HERAS CHACINERIA MADRID ES;;No;-53,57;203,15
08/01/2021;Alimentación;Supermercados y alimentación;Devolución Tarjeta MERCADONA COLMENA GETAFE GETAFE ES;;No;116,76;256,72
08/01/2021;Movimiento sin categoría;Transacción entre cuentas de ahorro;Traspaso interno recibido;;No;150,00;139,96
08/01/2021;Alimentación;Supermercados y alimentación;Pago en PALMER MADRID 28;;No;-6,49;-10,04
08/01/2021;Alimentación;Supermercados y alimentación;Pago en MERCADONA COLMENA GETAFE GETAFE ES;;No;-116,76;-3,55
07/01/2021;Educación, salud y deporte;Deporte y gimnasio;Pago en DECATHLON ALCOBENDAS ALCOBENDAS ES;;No;-51,95;113,21
07/01/2021;Ocio y viajes;Libros, música y juegos;Pago en HTTPS:COOKIDOO.ES WOLLERAU CH;;No;-36,00;165,16
05/01/2021;Alimentación;Supermercados y alimentación;Pago en GOMEZ SABORES D NUESTR CANDELEDA ES;;No;-53,39;201,16
05/01/2021;Otros gastos;Otros gastos (otros);Recibo MANSO Y RIVA, SL;;No;-60,00;254,55
04/01/2021;Compras;Compras (otros);Pago en 037 CORTE INGLES SAN CHINMADRID 28;;No;-37,99;314,55
04/01/2021;Alimentación;Supermercados y alimentación;Pago en SUPERMERCADOS SANCHINARROMADRID ES;;No;-40,01;352,54
04/01/2021;Ocio y viajes;Cafeterías y restaurantes;Pago en FU LI TU MADRID ES;;No;-31,55;392,55
04/01/2021;Hogar;Teléfono, TV e internet;Recibo TELEFONICA DE ESPANA S.A.;;No;-5,47;424,10
04/01/2021;Otros gastos;Otros gastos (otros);Recibo SERVICIOS EDUCATIVOS EL VALLE DE SANCHINARRO, SLL;;No;-325,03;429,57
04/01/2021;Otros gastos;Otros gastos (otros);Recibo SERVICIOS EDUCATIVOS EL VALLE DE SANCHINARRO, SLL;;No;-342,56;754,60
04/01/2021;Otros gastos;Otros gastos (otros);Recibo C.P.AVD. NICETO ALCALA ZAMORA, 24-42;;No;-145,58;1.097,16
04/01/2021;Otros gastos;Transferencias;Transferencia emitida periódica;;No;-75,00;1.242,74
31/12/2020;Otros gastos;Transferencias;Transferencia emitida a Maryuri Andrades Mes Diciembre Casa Mamen;;No;-230,00;1.317,74
31/12/2020;Compras;Compras (otros);Pago en Amazon.es*MJ9E34AR4 amazon.esayuLU;;No;-41,70;1.547,74
31/12/2020;Otros ingresos;Ingresos de otras entidades;Transferencia recibida de CARLOS ANTONIO PEREZ HAURIE GASTOS DICIEMBRE;;No;1.471,00;1.589,44
30/12/2020;Alimentación;Supermercados y alimentación;Pago en CANDELEDA CANDELEDA ES;;No;-59,37;118,44
29/12/2020;Ocio y viajes;Libros, música y juegos;Pago en LIBRERIA BELLA ARTES CERVARENAS DE SANES;;No;-17,40;177,81
29/12/2020;Compras;Compras (otros);Pago en AMZN Mktp ES*MJ1AG7304 800 279 6620 LU;;No;-34,95;195,21
29/12/2020;Otros ingresos;Ingresos de otras entidades;Transferencia recibida de SANITAS S A DE SEGUROS 0003032735 / 02946522 / 1202001351235011;;No;56,63;230,16
28/12/2020;Compras;Ropa y complementos;Pago en CLAUDIA CARRASCO CANDELEDA ES;;No;-5,99;173,53
28/12/2020;Alimentación;Supermercados y alimentación;Pago en CANDELEDA CANDELEDA ES;;No;-49,71;179,52
26/12/2020;Alimentación;Supermercados y alimentación;Pago en SUPERMERCADO DIA CANDELEDCANDELEDA ES;;No;-24,31;229,23
24/12/2020;Alimentación;Supermercados y alimentación;Pago en SUPERMERCADOS SANCHINARROMADRID ES;;No;-26,69;253,54
24/12/2020;Hogar;Luz y gas;Recibo IBERDROLA CLIENTES, S.A.U;;No;-71,54;280,23
23/12/2020;Otros gastos;Transferencias;Traspaso interno emitido;;No;-49,59;351,77
23/12/2020;Otros ingresos;Ingresos de otras entidades;Transferencia recibida de MARIA DEL CARMEN LOPEZ GUIJARRO ;;No;403,00;401,36
23/12/2020;Educación, salud y deporte;Farmacia;Pago en HERENCIA YACENTE NIEVES QMADRID ES;;No;-2,08;-1,64
23/12/2020;Compras;Compras (otros);Pago en 037 CORTE INGLES SAN CHINMADRID 28;;No;-29,99;0,44
22/12/2020;Educación, salud y deporte;Farmacia;Pago en FARMACIA PRINCIPE CARLOS MADRID ES;;No;-30,32;30,43
22/12/2020;Compras;Compras (otros);Pago en AMAZON.ES*MS8HC77I4 AM Luxembourg LU;;No;-87,94;60,75
21/12/2020;Educación, salud y deporte;Dentista, médico;Pago en HOSPITAL LA MORALEJA MADRID 28;;No;-54,64;148,69
21/12/2020;Alimentación;Supermercados y alimentación;Pago en MERCADONA COLMENA GETAFE GETAFE ES;;No;-71,70;203,33
19/12/2020;Compras;Compras (otros);Pago en SP * P D PAOLA BARCELONA ES;;No;-98,00;275,03
19/12/2020;Otros gastos;Transferencias;Traspaso interno emitido;;No;-5,00;373,03
18/12/2020;Otros gastos;Transferencias;Transferencia emitida a MCARMEN LOPEZ GUIJARRO Fotos;;No;-50,00;378,03
15/12/2020;Compras;Compras (otros);Pago en AMZN Mktp ES*MS9J471R4 800 279 6620 LU;;No;-36,99;428,03
14/12/2020;Alimentación;Supermercados y alimentación;Pago en MERCADONA COLMENA GETAFE GETAFE ES;;No;-150,35;465,02
13/12/2020;Compras;Compras (otros);Pago en EL CORTE INGLES VENTA DISMADRID 28;;No;-40,85;615,37
11/12/2020;Compras;Compras (otros);Devolución Tarjeta Nike +310207219453NL;;No;29,99;656,22
11/12/2020;Hogar;Luz y gas;Recibo IBERDROLA CLIENTES, S.A.U;;No;-150,12;626,23
08/12/2020;Hogar;Mantenimiento del hogar;Pago en CAROLINA FLORA SL MADRID ES;;No;-22,11;776,35
08/12/2020;Compras;Compras (otros);Pago en AMAZON.ES*MY9OH09M4 AM Luxembourg LU;;No;-12,99;798,46
08/12/2020;Otros ingresos;Ingresos de otras entidades;Transferencia recibida de PEREZ PENA JACINTO ;;No;700,00;811,45
06/12/2020;Alimentación;Supermercados y alimentación;Pago en SANCHINARRO H. MADRID 28;;No;-12,90;111,45
06/12/2020;Ocio y viajes;Cine, teatro y espectáculos;Pago en DIVERSIA MADRID ES;;No;-29,60;124,35
05/12/2020;Compras;Compras (otros);Devolución Tarjeta 037 CORTE INGLES SAN CHINMADRID 28;;No;18,99;153,95
05/12/2020;Compras;Compras (otros);Pago en 037 CORTE INGLES SAN CHINMADRID 28;;No;-76,97;134,96
05/12/2020;Alimentación;Supermercados y alimentación;Pago en MERCADONA C MA MADRID ES;;No;-97,99;211,93
05/12/2020;Compras;Ropa y complementos;Pago en MADRIDNORTE SERV FRANQUICMADRID ES;;No;-34,94;309,92
04/12/2020;Compras;Compras (otros);Pago en 037 CORTE INGLES SAN CHINMADRID 28;;No;-18,99;344,86
04/12/2020;Otros gastos;Comisiones e intereses;Comisión cajero BANKIA 0654 MADRID ES;;No;-0,65;363,85
04/12/2020;Otros gastos;Cajeros;Reintegro efectivo tarjeta BANKIA 0654 MADRID ES;;No;-10,00;364,50
02/12/2020;Otros gastos;Transferencias;Traspaso interno emitido;;No;-230,00;374,50
01/12/2020;Otros gastos;Otros gastos (otros);Recibo MANSO Y RIVA, SL;;No;-60,00;604,50
01/12/2020;Hogar;Teléfono, TV e internet;Recibo TELEFONICA DE ESPANA S.A.;;No;-2,00;664,50
01/12/2020;Otros gastos;Otros gastos (otros);Recibo SERVICIOS EDUCATIVOS EL VALLE DE SAN CHI;;No;-269,43;666,50
01/12/2020;Otros gastos;Otros gastos (otros);Recibo SERVICIOS EDUCATIVOS EL VALLE DE SANCHINARRO, SLL;;No;-341,56;935,93
01/12/2020;Otros gastos;Otros gastos (otros);Recibo C.P.AVD. NICETO ALCALA ZAMORA, 24-42;;No;-156,31;1.277,49
01/12/2020;Otros ingresos;Ingresos de otras entidades;Transferencia recibida de CARLOS ANTONIO PEREZ HAURIE GASTOS DICIEMBRE;;No;1.471,00;1.433,80
01/12/2020;Otros gastos;Transferencias;Transferencia emitida periódica;;No;-75,00;-37,20
30/11/2020;Hogar;Agua;Recibo CANAL DE ISABEL II GESTION, S.;;No;-49,73;37,80
29/11/2020;Alimentación;Supermercados y alimentación;Pago en ALCAMPO PIO XII MADRID ES;;No;-19,33;87,53
28/11/2020;Alimentación;Supermercados y alimentación;Pago en MERCADONA C MA MADRID ES;;No;-108,58;106,86
27/11/2020;Educación, salud y deporte;Dentista, médico;Pago en HOSPITAL LA MORALEJA MADRID 28;;No;-54,64;215,44
27/11/2020;Compras;Compras (otros);Pago en Amazon.es*MY9696A14 amazon.esayuLU;;No;-5,99;270,08
27/11/2020;Otros gastos;Transferencias;Transferencia emitida a MCARMEN LOPEZ GUIJARRO Compra polleria;;No;-44,00;276,07
26/11/2020;Compras;Regalos y juguetes;Pago en MUNICH SHOP CAPELLADES ES;;No;-30,00;320,07
25/11/2020;Hogar;Luz y gas;Recibo IBERDROLA CLIENTES, S.A.U;;No;-70,87;350,07
24/11/2020;Compras;Compras (otros);Pago en Nike +310207219453NL;;No;-49,92;420,94
21/11/2020;Alimentación;Supermercados y alimentación;Pago en MERCADONA C MA MADRID ES;;No;-116,98;470,86
20/11/2020;Otros ingresos;Ingresos de otras entidades;Transferencia recibida de MARIA DEL CARMEN LOPEZ GUIJARRO Gastos diciembre;;No;450,00;587,84
18/11/2020;Compras;Compras (otros);Pago en 037 CORTE INGLES SAN CHINMADRID 28;;No;-14,99;137,84
18/11/2020;Compras;Compras (otros);Pago en 037 CORTE INGLES SAN CHINMADRID 28;;No;-12,99;152,83
18/11/2020;Compras;Ropa y complementos;Devolución Tarjeta APOLO UNIFORMES ALCOBENDAS ES;;No;44,00;165,82
17/11/2020;Alimentación;Supermercados y alimentación;Pago en LA PLAZA MADRID 28;;No;-44,21;121,82
15/11/2020;Compras;Compras (otros);Pago en 037 CORTE INGLES SAN CHINMADRID 28;;No;-29,99;166,03
13/11/2020;Alimentación;Supermercados y alimentación;Pago en SUPERMERCADOS SANCHINARROMADRID ES;;No;-60,15;196,02
12/11/2020;Alimentación;Supermercados y alimentación;Pago en CARREFOUR ALCOB ALCOBENDAS ES;;No;-21,92;256,17
12/11/2020;Vehículo y transporte;Seguro de vehículo;Recibo MUTUA MADRILENA AUTOMOVILISTA;;No;-923,31;278,09
11/11/2020;Movimiento sin categoría;Transacción entre cuentas de ahorro;Traspaso interno recibido;;No;900,00;1.201,40
10/11/2020;Alimentación;Supermercados y alimentación;Pago en CARREFOUR ALCOB ALCOBENDAS ES;;No;-28,79;301,40
09/11/2020;Compras;Ropa y complementos;Pago en OKAIDI GRAN VIA DE HORTALMADRID ES;;No;-9,99;330,19
07/11/2020;Educación, salud y deporte;Deporte y gimnasio;Pago en DECATHLON ON LINE GETAFE ES;;No;-24,99;340,18
07/11/2020;Alimentación;Supermercados y alimentación;Pago en MERCADONA MOSCATELARES SAN SEBASTIANES;;No;-152,12;365,17
07/11/2020;Otros gastos;Transferencias;Traspaso interno emitido;;No;-9,38;517,29
04/11/2020;Compras;Compras (otros);Devolución Tarjeta WESTWING Munich DE;;No;126,89;526,67
04/11/2020;Otros gastos;Comisiones e intereses;Comisión cajero UNICAJA MADRID ES;;No;-2,00;399,78
04/11/2020;Otros gastos;Cajeros;Reintegro efectivo tarjeta UNICAJA MADRID ES;;No;-130,00;401,78
04/11/2020;Otros gastos;Otros gastos (otros);Recibo MANSO Y RIVA, SL;;No;-60,00;531,78
03/11/2020;Compras;Belleza y perfumería;Pago en PELUPAU MADRID ES;;No;-25,00;591,78
03/11/2020;Otros gastos;Otros gastos (otros);Recibo SERVICIOS EDUCATIVOS EL VALLE DE SANCHINARRO, SLL;;No;-374,57;616,78
03/11/2020;Otros gastos;Otros gastos (otros);Recibo SERVICIOS EDUCATIVOS EL VALLE DE SAN CHI;;No;-350,63;991,35
02/11/2020;Movimiento sin categoría;Transacción entre cuentas de ahorro;Traspaso interno recibido;;No;60,00;1.341,98
02/11/2020;Otros gastos;Comisiones e intereses;Comisión cajero B.B.V.A. MADRID ES;;No;-1,87;1.281,98
02/11/2020;Otros gastos;Cajeros;Reintegro efectivo tarjeta B.B.V.A. MADRID ES;;No;-60,00;1.283,85
02/11/2020;Hogar;Teléfono, TV e internet;Recibo TELEFONICA DE ESPANA S.A.;;No;-2,00;1.343,85
02/11/2020;Otros gastos;Otros gastos (otros);Recibo C.P.AVD. NICETO ALCALA ZAMORA, 24-42;;No;-156,31;1.345,85
02/11/2020;Otros gastos;Transferencias;Transferencia emitida periódica;;No;-75,00;1.502,16
31/10/2020;Alimentación;Supermercados y alimentación;Pago en MERCADONA C MA MADRID ES;;No;-111,35;1.577,16
31/10/2020;Otros ingresos;Ingresos de otras entidades;Transferencia recibida de CARLOS ANTONIO PEREZ HAURIE GASTOS DICIEMBRE;;No;1.421,00;1.688,51
30/10/2020;Educación, salud y deporte;Farmacia;Pago en FARMACIA ALCALDE MORENO MADRID 28;;No;-12,25;267,51
30/10/2020;Compras;Compras (otros);Pago en AMZN Mktp ES*MC1CY57D4 800 279 6620 LU;;No;-11,99;279,76
27/10/2020;Hogar;Luz y gas;Recibo IBERDROLA CLIENTES, S.A.U;;No;-71,83;291,75
26/10/2020;Alimentación;Supermercados y alimentación;Pago en SUPERMERCADOS SANCHINARROMADRID ES;;No;-45,44;363,58
22/10/2020;Otros gastos;Transferencias;Transferencia emitida a Irene Domingo Sanz Pago Edy Isabel Montoya morales;;No;-100,00;409,02
22/10/2020;Otros ingresos;Ingresos de otras entidades;Transferencia recibida de MARIA DEL CARMEN LOPEZ GUIJARRO GASTOS PARA NOVIEMBRE;;No;450,00;509,02
20/10/2020;Alimentación;Supermercados y alimentación;Pago en LA PLAZA MADRID 28;;No;-37,19;59,02
17/10/2020;Movimiento sin categoría;Transacción entre cuentas de ahorro;Traspaso interno recibido;;No;200,00;96,21
17/10/2020;Alimentación;Supermercados y alimentación;Pago en MERCADONA C MA MADRID ES;;No;-113,27;-103,79
14/10/2020;Hogar;Luz y gas;Recibo IBERDROLA CLIENTES, S.A.U;;No;-72,33;9,48
12/10/2020;Alimentación;Supermercados y alimentación;Pago en SUPERMERCADOS SANCHINARROMADRID ES;;No;-16,11;81,81
10/10/2020;Alimentación;Supermercados y alimentación;Pago en SANCHINARRO H. MADRID 28;;No;-29,63;97,92
07/10/2020;Hogar;Agua;Recibo CANAL DE ISABEL II GESTION, S.;;No;-30,89;127,55
06/10/2020;Compras;Compras (otros);Pago en WESTWING Munich DE;;No;-126,89;158,44
03/10/2020;Compras;Compras (otros);Pago en 037 CORTE INGLES SAN CHINMADRID 28;;No;-35,90;285,33
03/10/2020;Compras;Compras (otros);Pago en 037 CORTE INGLES SAN CHINMADRID 28;;No;-3,95;321,23
03/10/2020;Otros ingresos;Ingresos de otras entidades;Transferencia recibida de MARIA DEL CARMEN LOPEZ GUIJARRO Agiolax;;No;11,50;325,18
03/10/2020;Educación, salud y deporte;Farmacia;Pago en FARMACIA PRINCIPE CARLOS MADRID ES;;No;-26,02;313,68
02/10/2020;Otros gastos;Transferencias;Traspaso interno emitido;;No;-230,00;339,70
02/10/2020;Otros gastos;Otros gastos (otros);Recibo MANSO Y RIVA, SL;;No;-60,00;569,70
01/10/2020;Hogar;Decoración y mobiliario;Devolución Tarjeta WESTWING.ES Munich DE;;No;106,89;629,70
01/10/2020;Hogar;Teléfono, TV e internet;Recibo TELEFONICA DE ESPANA S.A.;;No;-2,00;522,81
01/10/2020;Otros gastos;Otros gastos (otros);Recibo SERVICIOS EDUCATIVOS EL VALLE DE SAN CHI;;No;-346,63;524,81
